Council Area,Organisation ,Session Name,Activity Status,Support Type,Delivery Type,Age Group,Day,Start,End,Address,Postcode,Lead Contact,Phone,Email,Website,Self Referral,Cost Type,Cost Amount,Eligibility,Description on Recovery Map,Additional Notes,Category,Start Time,End Time,Time Range,Full Address,lat,lng
Dundee City,Crossreach,Tayside Support Services,By Appointment,Addiction Support,One-To-One,Adults,Various,Unknown,Unknown,"The Friary, Tullideph Road, Dundee",DD2 2PN,Lucile Conway,01382 644431 or  07384836091,Not listed,https://www.crossreach.org.uk/our-locations/tayside-support-services,Yes,Free,,Age 16+ in the Dundee area who is willing and committed to moving beyond drug use,Not on Recovery Map,"Money, housing and employment advice.  If you are currently drug free or stable on a substitute prescription, and you wish to build structure and stability back into your life, get in touch. We’re here to support you in your journey to recovery, as you take control of your own life.",Addiction Support,,,Unknown,"The Friary, Tullideph Road, Dundee, DD2 2PN, Scotland",56.465868,-2.998954
Dundee City,The Reconnection Project,,Scheduled Activity,Addiction Support,Mixed,Adults,Tuesday,10:00:00,16:00:00,"The Friary, City Church, Tullideph Road, Dundee",DD2 2PN,Unknown,07722 800418,contact@thereconnectionproject.org.uk,https://thereconnectionproject.org.uk/#what,Yes,Free,,"People who are on the recovery journey from drug or alcohol addiction, and other connected issues, such as criminal conviction or p.t.s.d./combat stress.","We run an activity based recovery project centred around drug and alcohol addiction. We run workshops around gardening, woodwork and art. We are a partner in Recovery with Crossreach.",Aims to give marginalised people a route to employment through skills-based training workshops,Addiction Support,10:00,16:00,10:00-16:00,"The Friary, City Church, Tullideph Road, Dundee, DD2 2PN, Scotland",56.465978,-2.997687
Dundee City,The Reconnection Project,,Scheduled Activity,Addiction Support,Mixed,Adults,Wednesday,10:00:00,16:00:00,"The Friary, City Church, Tullideph Road, Dundee",DD2 2PN,Unknown,07722 800418,contact@thereconnectionproject.org.uk,https://thereconnectionproject.org.uk/#what,Yes,Free,,"People who are on the recovery journey from drug or alcohol addiction, and other connected issues, such as criminal conviction or p.t.s.d./combat stress.","We run an activity based recovery project centred around drug and alcohol addiction. We run workshops around gardening, woodwork and art. We are a partner in Recovery with Crossreach.",Aims to give marginalised people a route to employment through skills-based training workshops,Addiction Support,10:00,16:00,10:00-16:00,"The Friary, City Church, Tullideph Road, Dundee, DD2 2PN, Scotland",56.465978,-2.997687
Angus,The Reconnection Project,,Scheduled Activity,Addiction Support,Mixed,Adults,Thursday,10:00:00,16:00:00,"The Windmill Christian Centre, Millgate Loan, Arbroath",DD11 1QG,Unknown,07722 800418,contact@thereconnectionproject.org.uk,https://thereconnectionproject.org.uk/#what,Yes,Free,,"People who are on the recovery journey from drug or alcohol addiction, and other connected issues, such as criminal conviction or p.t.s.d./combat stress.","We run an activity based recovery project centred around drug and alcohol addiction. We run workshops around gardening, woodwork and art. We are a partner in Recovery with Crossreach.",Aims to give marginalised people a route to employment through skills-based training workshops,Addiction Support,10:00,16:00,10:00-16:00,"The Windmill Christian Centre, Millgate Loan, Arbroath, DD11 1QG, Scotland",56.554694,-2.591509
Angus,The Reconnection Project,,Scheduled Activity,Addiction Support,Mixed,Adults,Friday,10:00:00,16:00:00,"The Windmill Christian Centre, Millgate Loan, Arbroath",DD11 1QG,Unknown,07722 800418,contact@thereconnectionproject.org.uk,https://thereconnectionproject.org.uk/#what,Yes,Free,,"People who are on the recovery journey from drug or alcohol addiction, and other connected issues, such as criminal conviction or p.t.s.d./combat stress.","We run an activity based recovery project centred around drug and alcohol addiction. We run workshops around gardening, woodwork and art. We are a partner in Recovery with Crossreach.",Aims to give marginalised people a route to employment through skills-based training workshops,Addiction Support,10:00,16:00,10:00-16:00,"The Windmill Christian Centre, Millgate Loan, Arbroath, DD11 1QG, Scotland",56.554694,-2.591509
Dundee City,Positive Steps,Crisis Response Outreach Service (Cros),Open Access,Addiction Support,One-To-One,Adults,Monday,13:00:00,16:00:00,"Dundee Women's Hub, 2 Dudhope Street, Dundee",DD1 1JU,Unknown,01382 561822,crosteam@positivesteps.org.uk,https://positivesteps.org.uk/,Yes,Free,,"Individuals not currently engaged with another service facing crises such as mental health issues, homelessness or domestic abuse in Dundee","Our team responds to those who are at a high level of crisis and have previous substance misuse issues. CROS will provide a responsive, proactive, and personalised approach to supporting individuals. We coordinate support appointments and services, support individuals to attend, signpost to expert agencies, support individuals to understand their options.",,Addiction Support,13:00,16:00,13:00-16:00,"Dundee Women's Hub, 2 Dudhope Street, Dundee, DD1 1JU, Scotland",56.464971,-2.975326
Dundee City,Positive Steps,Cuckooing Project,Open Access,Health And Wellbeing,One-To-One,Women,Monday,13:00:00,16:00:00,"Dundee Women's Hub, 2 Dudhope Street, Dundee",DD1 1JU,Unknown,01382 561822,cuckooing@positivesteps.org.uk,https://positivesteps.org.uk/,Yes,Free,,"Adult women victims of County Lines, Cuckooing and other forms of exploitation","Supporting those identified by Police Scotland, and who are affected by Cuckooing, County Lines, Human Trafficking and Exploitation. This project is sensitive to the specific needs of vulnerable women, including gender-based violence and sexual exploitation.",,Health and Wellbeing,13:00,16:00,13:00-16:00,"Dundee Women's Hub, 2 Dudhope Street, Dundee, DD1 1JU, Scotland",56.464971,-2.975326
Dundee City,Positive Steps,Crisis Response Outreach Service (Cros),Open Access,Addiction Support,One-To-One,Adults,Tuesday,14:00:00,16:30:00,"Change Centre, South Road, Dundee",DD2 4SR,Unknown,01382 561822,crosteam@positivesteps.org.uk,https://positivesteps.org.uk/,Yes,Free,,"Individuals not currently engaged with another service facing crises such as mental health issues, homelessness or domestic abuse in Dundee","Our team responds to those who are at a high level of crisis and have previous substance misuse issues. CROS will provide a responsive, proactive, and personalised approach to supporting individuals. We coordinate support appointments and services, support individuals to attend, signpost to expert agencies, support individuals to understand their options.",,Addiction Support,14:00,16:30,14:00-16:30,"Change Centre, South Road, Dundee, DD2 4SR, Scotland",56.471076,-3.04798
Dundee City,Positive Steps,Crisis Response Outreach Service (Cros),Open Access,Addiction Support,One-To-One,Adults,Wednesday,14:00:00,16:30:00,"Lochee Community Hub, 118 High Street, Lochee, Dundee",DD2 3BL,Unknown,01382 561822,cuckooing@positivesteps.org.uk,https://positivesteps.org.uk/,Yes,Free,,"Individuals not currently engaged with another service facing crises such as mental health issues, homelessness or domestic abuse in Dundee","Our team responds to those who are at a high level of crisis and have previous substance misuse issues. CROS will provide a responsive, proactive, and personalised approach to supporting individuals. We coordinate support appointments and services, support individuals to attend, signpost to expert agencies, support individuals to understand their options.",,Addiction Support,14:00,16:30,14:00-16:30,"Lochee Community Hub, 118 High Street, Lochee, Dundee, DD2 3BL, Scotland",56.472339,-3.009982
Dundee City,Positive Steps,Positive Steps Outreach,Open Access,Addiction Support,One-To-One,Adults,Wednesday,13:00:00,16:00:00,"Dundee & Angus Foodbank, 116 Albert Street, Dundee",DD4 6QN,Unknown,01382 561822,info@positivesteps.org.uk,https://positivesteps.org.uk/,Yes,Free,,"Individuals facing crises such as mental health issues, homelessness or domestic abuse in Dundee",Not on Recovery Map,"Positive Steps works with individuals with a wide range of potential barriers to sustaining independent living. Individuals are often impacted by mental health, learning disabilities, substance usage, offending behaviour, homelessness and poverty.",Addiction Support,13:00,16:00,13:00-16:00,"Dundee & Angus Foodbank, 116 Albert Street, Dundee, DD4 6QN, Scotland",56.47092,-2.95742
Dundee City,Positive Steps,Housing Support,By Appointment,Housing,One-To-One,Adults,Various,Unknown,Unknown,"Swan House, 2 Explorer Road, Dundee",DD2 1DX,Unknown,01382 561822,hsteam@positivesteps.org.uk,https://positivesteps.org.uk/,Yes,Free,,Local adults regardless of housing status,"Housing Support. We deliver support to adults locally, regardless of housing tenure. As well as the practical skills necessary to manage a tenancy, the service also offers support in other key areas.",https://www.canva.com/design/DAGDgYDkceM/5JIoBP6hZAUi3lg_WlcGEg/view?utm_content=DAGDgYDkceM&utm_campaign=designshare&utm_medium=link&utm_source=editor AND https://www.canva.com/design/DAGJUyG6MOE/SoXl7LRGbTQSrgueHFuHiQ/view?utm_content=DAGJUyG6MOE&utm_campaign=designshare&utm_medium=link&utm_source=editor https://www.canva.com/design/DAGJUyG6MOE/SoXl7LRGbTQSrgueHFuHiQ/view?utm_content=DAGJUyG6MOE&utm_campaign=designshare&utm_medium=link&utm_source=editor,Housing,,,Unknown,"Swan House, 2 Explorer Road, Dundee, DD2 1DX, Scotland",56.466311,-3.059553
Dundee City,Positive Steps,Crisis Response Outreach Service (Cros),By Appointment,Addiction Support,One-To-One,Adults,Unknown,Unknown,Unknown,"Swan House, 2 Explorer Road, Dundee",DD2 1DX,Unknown,01382 561 822,crosteam@positivesteps.org.uk,https://positivesteps.org.uk/,Yes,Free,,"Individuals not currently engaged with another service facing crises such as mental health issues, homelessness or domestic abuse in Dundee","Our team responds to those who are at a high level of crisis and have previous substance misuse issues. CROS will provide a responsive, proactive, and personalised approach to supporting individuals. We coordinate support appointments and services, support individuals to attend, signpost to expert agencies, support individuals to understand their options.",https://www.canva.com/design/DAGJUnVs6Ow/R8tK0kHHq-VNbIDxQvc9VA/view?utm_content=DAGJUnVs6Ow&utm_campaign=designshare&utm_medium=link&utm_source=editor,Addiction Support,,,Unknown,"Swan House, 2 Explorer Road, Dundee, DD2 1DX, Scotland",56.466311,-3.059553
Dundee City,Positive Steps,Cuckooing Outreach Service,By Appointment,Health And Wellbeing,One-To-One,Adults,Unknown,Unknown,Unknown,"Swan House, 2 Explorer Road, Dundee",DD2 1DX,Unknown,01382 561 822,cuckooing@positivesteps.org.uk,https://positivesteps.org.uk/,Yes,Free,,"Victims of county lines, cuckooing, and other form of exploitation","Supporting those identified by Police Scotland, and who are affected by Cuckooing, County Lines, Human Trafficking and Exploitation. This project is sensitive to the specific needs of vulnerable women, including gender-based",https://www.canva.com/design/DAGHGvNDoIY/GdMlIbRXhRhyo7DQjNkgKg/view?utm_content=DAGHGvNDoIY&utm_campaign=designshare&utm_medium=link&utm_source=editor,Health and Wellbeing,,,Unknown,"Swan House, 2 Explorer Road, Dundee, DD2 1DX, Scotland",56.466311,-3.059553
Dundee City,Positive Steps,Custody Access Referrals Service,By Appointment,Health And Wellbeing,One-To-One,Adults,Unknown,Unknown,Unknown,"Swan House, 2 Explorer Road, Dundee",DD2 1DX,Unknown,01382 561 822 or 07485372718 or  07973627373,cars@positivesteps.org.uk,https://positivesteps.org.uk/,Unknown,Free,,Dundee residents who are arrested and taken into custody,"Custody, Arrest and Referral Service (CARS) offer a needs assessment to those within Dundee Custody Suite, and support individuals to refer and access appropriate services to reduce the issues that lead to offending behaviour.",https://www.canva.com/design/DAGC3LifkzI/A9yN8Waz59GIg5ZlSd3AjQ/view?utm_content=DAGC3LifkzI&utm_campaign=designshare&utm_medium=link&utm_source=editor,Health and Wellbeing,,,Unknown,"Swan House, 2 Explorer Road, Dundee, DD2 1DX, Scotland",56.466311,-3.059553
Dundee City,Positive Steps,Chance To Thrive,By Appointment,Housing,One-To-One,Adults,Unknown,Unknown,Unknown,"Swan House, 2 Explorer Road, Dundee",DD2 1DX,Unknown,01382 561 822,chancetothrive@positivesteps.org.uk,https://positivesteps.org.uk/,Yes,Free,,Homeless individuals with complex needs,Not on Recovery Map,Supports the complex needs of homeless individuals by providing furnished accommodation and tailored support.,Housing,,,Unknown,"Swan House, 2 Explorer Road, Dundee, DD2 1DX, Scotland",56.466311,-3.059553
Dundee City,Dundee Independent Advocacy Service (DIAS),,By Appointment,Health And Wellbeing,One-To-One,Adults,Unknown,Unknown,Unknown,"c/o One Parent Families Scotland, 20 Grampian Gardens, Dundee",DD4 9QZ,Unknown,01382 205515,admin@diasdundee.org,https://diasdundee.org/,Yes,Free,,Age 21+ in Dundee,We provide Independent Advocacy Support for adults over the age of 21 to exercise their right to have their views listened to and taken seriously.,"An independent advocate can help you build your confidence, empowering you to speak up in situations where you’d normally feel unable to, and will provide continued support until you feel you are able to so on your own i.e. ‘self-advocacy’.",Health and Wellbeing,,,Unknown,"c/o One Parent Families Scotland, 20 Grampian Gardens, Dundee, DD4 9QZ, Scotland",56.494119,-2.937662
Dundee City,Lloyds Pharmacy,Injecting Equipment Provision (Iep),Open Access,Harm Reduction,One-To-One,Adults,Monday,09:00:00,17:30:00,"103 High Street, Lochee, Dundee",DD2 3BX,Unknown,01382 611768,Not listed,Not listed,Yes,Free,,Open to all,"Confidential access to injecting equipment provision (IEP/needle exchange) providing injecting equipment, paraphernalia and sharps bins on a one-to-on basis.",,Harm Reduction,09:00,17:30,09:00-17:30,"103 High Street, Lochee, Dundee, DD2 3BX, Scotland",56.472131,-3.00958
Dundee City,Lloyds Pharmacy,Injecting Equipment Provision (Iep),Open Access,Harm Reduction,One-To-One,Adults,Tuesday,09:00:00,17:30:00,"103 High Street, Lochee, Dundee",DD2 3BX,Unknown,01382 611768,Not listed,Not listed,Yes,Free,,Open to all,"Confidential access to injecting equipment provision (IEP/needle exchange) providing injecting equipment, paraphernalia and sharps bins on a one-to-on basis.",,Harm Reduction,09:00,17:30,09:00-17:30,"103 High Street, Lochee, Dundee, DD2 3BX, Scotland",56.472131,-3.00958
Dundee City,Lloyds Pharmacy,Injecting Equipment Provision (Iep),Open Access,Harm Reduction,One-To-One,Adults,Wednesday,09:00:00,17:30:00,"103 High Street, Lochee, Dundee",DD2 3BX,Unknown,01382 611768,Not listed,Not listed,Yes,Free,,Open to all,"Confidential access to injecting equipment provision (IEP/needle exchange) providing injecting equipment, paraphernalia and sharps bins on a one-to-on basis.",,Harm Reduction,09:00,17:30,09:00-17:30,"103 High Street, Lochee, Dundee, DD2 3BX, Scotland",56.472131,-3.00958
